Statement,Link,Date
"Russian Cabinet to discuss tobacco regulation, LNG exports",https://www.tass.com/economy/1586225,"9 Mar, 03:57 "
Seven noncombatants wounded in DPR by Ukrainian artillery shelling — coordination center,https://www.tass.com/emergencies/1586223,"9 Mar, 03:57 "
Putin says women are important part of Russian people,https://www.tass.com/russia/1586135,"8 Mar, 18:43 "
Kiev has not abandoned plans to seize Zaporozhye NPP — Rosenergoatom,https://www.tass.com/russia/1586129,"8 Mar, 18:42 "
"Russia’s COVID-19 case tally grows by 12,320 — crisis center",https://www.tass.com/russia/1586103,"8 Mar, 15:04 "
US businesses continue talks with Russian partners — Russian consul,https://www.tass.com/economy/1586091,"8 Mar, 10:25 "
Coronavirus epidemic appears to be nearing its end — Russian virologist,https://www.tass.com/society/1586079,"8 Mar, 09:48 "
Russian female cosmonaut to begin post-flight rehabilitation in US — Roscosmos,https://www.tass.com/science/1586077,"8 Mar, 09:16 "
Kiev troops fire over 70 munitions towards DPR in past day,https://www.tass.com/emergencies/1586063,"8 Mar, 05:27 "
Russian women selflessly support soldiers and officers — Putin,https://www.tass.com/society/1586061,"8 Mar, 05:26 "
Even most hardened fighters appreciate courage of Russian servicewomen — Putin,https://www.tass.com/society/1586059,"8 Mar, 05:24 "
Russian president congratulates women on International Women's Day,https://www.tass.com/society/1586049,"8 Mar, 05:13 "
Diplomat points to envoy’s difficulties in conveying Russia's position to Washington,https://www.tass.com/russia/1585515,"7 Mar, 09:09 "
Russian diplomat blames West for recruiting hackers for operations against Moscow,https://www.tass.com/russia/1585505,"7 Mar, 07:39 "
"Russia, China choose not to speak at UNSC meeting on chemical weapons in Syria",https://www.tass.com/russia/1585503,"7 Mar, 07:36 "
Malika Musaeva’s movie named best Russian debut at Spirit of Fire film festival,https://www.tass.com/russia/1585499,"7 Mar, 05:42 "
Iranian movie wins main prize at Spirit of Fire film festival in Russia’s Khanty-Mansiysk,https://www.tass.com/society/1585497,"7 Mar, 05:19 "
Ukrainian military fires 140 munitions at DPR in past day,https://www.tass.com/emergencies/1585493,"7 Mar, 03:39 "
"US, NATO crimes in Afghanistan remain unpunished, Russian diplomat says",https://www.tass.com/russia/1585491,"7 Mar, 03:00 "
"Russian deputy minister, UN secretary general discuss support for least developed nations",https://www.tass.com/russia/1585489,"7 Mar, 02:57 "
Dollar up to 75.65 rubles at Moscow Exchange opening,https://www.tass.com/russia/1585059,"6 Mar, 10:20 "
"Russia, other SCO member states support Belarus’ accelerated admission — envoy",https://www.tass.com/russia/1585053,"6 Mar, 08:43 "
SCO member states have no intent to turn the Organization into a military bloc — envoy,https://www.tass.com/russia/1585051,"6 Mar, 08:20 "
Russia signs memorandum on development of coal energy sector in Afghanistan — envoy,https://www.tass.com/economy/1585047,"6 Mar, 07:44 "
Fire at coke gas plant in Moscow Region extinguished,https://www.tass.com/russia/1585037,"6 Mar, 04:28 "
Foreign Ministry names 6 countries Russia works on simplified visa regime with,https://www.tass.com/russia/1585035,"6 Mar, 03:54 "
Blast at coke gas works in Moscow region’s Vidnoye followed by fire,https://www.tass.com/emergencies/1585025,"6 Mar, 01:52 "
Nearly 50 civilians killed in Yasinoyataya in shelling by Ukrainian troops in past year,https://www.tass.com/russia/1585019,"6 Mar, 01:43 "
Civilian dies after stepping on unidentified explosive object in LPR’s Zolotoye-5,https://www.tass.com/russia/1585017,"6 Mar, 01:36 "
Teenager wounded in Donetsk after running into Lepestok antipersonnel mine,https://www.tass.com/emergencies/1585015,"6 Mar, 01:34 "
Bryansk Region head to buy new house for family of child wounded by saboteurs,https://www.tass.com/emergencies/1584899,"5 Mar, 06:27 "
Kherson Region to strengthen control after terrorist attack in Bryansk Region,https://www.tass.com/emergencies/1584897,"5 Mar, 05:20 "
Russian diplomat lists 11 countries that may become visa-free for Russians,https://www.tass.com/society/1584893,"5 Mar, 03:34 "
"Russian, Belarusian military medics help over 2,100 Syrians — Russian Defense Ministry",https://www.tass.com/society/1584885,"5 Mar, 01:53 "
"Ukrainian army fires two HIMARS rockets into Yuryevka in LPR, republic says",https://www.tass.com/emergencies/1584883,"5 Mar, 01:51 "
Chinese partners fill the void left on Russian market after Western companies’ pullout,https://www.tass.com/economy/1584881,"5 Mar, 01:49 "
Russia's Digital Ministry plans 5G pilot launch with local base stations in 2025,https://www.tass.com/russia/1584229,"3 Mar, 02:20 "
Russian budget receives over $66.22 bln of tax revenues in January-February,https://www.tass.com/russia/1584225,"3 Mar, 01:18 "
"Dollar drops to 75.04 rubles, euro down to 79.8 rubles",https://www.tass.com/economy/1583509,"2 Mar, 10:29 "
No plans to use nuclear weapons in Ukraine — Russia’s UN mission,https://www.tass.com/politics/1583503,"2 Mar, 10:28 "
"Ukrainian troops shell DPR 30 times over 24 hours, two civilians wounded",https://www.tass.com/emergencies/1583501,"2 Mar, 09:26 "
Russian cosmonaut Kikina notes comfortable work environment with SpaceX Crew-5,https://www.tass.com/science/1583483,"2 Mar, 06:05 "
Russian PM to visit Tajikistan,https://www.tass.com/politics/1583473,"2 Mar, 04:47 "
Putin to open Year of Teacher and Mentor in Stavropol Region,https://www.tass.com/politics/1583471,"2 Mar, 04:46 "
Ban on foreigners owning large classifieds websites in Russia comes into force,https://www.tass.com/russia/1582951,"1 Mar, 10:10 "
Putin to open Moscow metro's Big Circle Line via video link,https://www.tass.com/russia/1582949,"1 Mar, 10:09 "
Kiev wants to know details of recent NBC report from Crimea,https://www.tass.com/world/1582947,"1 Mar, 09:59 "
Dollar rises to 75.06 rubles,https://www.tass.com/russia/1582943,"1 Mar, 09:47 "
Russia’s Investigative Committee looks into toxic chemicals supplies to Ukraine,https://www.tass.com/russia/1582941,"1 Mar, 09:46 "
"Disney withdraws movies, TV shows from Russian streaming services",https://www.tass.com/russia/1582939,"1 Mar, 09:45 "
Russia-Venezuela cooperation ensures global stability — Security Council Secretary,https://www.tass.com/russia/1582923,"1 Mar, 08:27 "
Federal Tax Service transfers to Russia’s budget rise to $447.44 bln in 2022,https://www.tass.com/russia/1582921,"1 Mar, 07:55 "
"Lavrov to discuss global challenges, Ukraine with G20 partners in New Delhi",https://www.tass.com/russia/1582917,"1 Mar, 05:05 "
Russia begins voluntary oil production cuts,https://www.tass.com/russia/1582915,"1 Mar, 03:42 "
Yeysk authorities refute reports about blast caused by Ukrainian kamikaze drone,https://www.tass.com/russia/1582909,"1 Mar, 03:07 "
"Belarusian Armed Forces, joint contingent with Russia a deterrence for Kiev — diplomat",https://www.tass.com/russia/1582907,"1 Mar, 02:19 "
Moscow warns about risks of armed confrontation in Palestinian-Israeli conflict zone,https://www.tass.com/russia/1582905,"1 Mar, 02:02 "
"Putin to assess 2022 performance of FSB, outline new tasks",https://www.tass.com/politics/1582375,"28 Feb, 10:39 "
"Russia not considering exiting WTO, senior diplomat assures",https://www.tass.com/economy/1582369,"28 Feb, 10:37 "
Kremlin says too early to initiate global push for replacing dollar as key currency,https://www.tass.com/economy/1582343,"28 Feb, 10:34 "
"Dollar, euro rise in Tuesday morning trade in Moscow",https://www.tass.com/economy/1582373,"28 Feb, 10:33 "
"Kremlin spokesman sees coinciding vision of global security by China, Russia",https://www.tass.com/politics/1582341,"28 Feb, 10:31 "
"Kremlin spokesman says no initiatives from Scholz, Macron to engage with Putin of late",https://www.tass.com/politics/1582337,"28 Feb, 10:29 "
"Japan sanctions 48 Russian individuals, over 90 legal entities",https://www.tass.com/economy/1582371,"28 Feb, 09:44 "
"Kremlin says impossible to revive USSR, sees various alternative ways of integration",https://www.tass.com/politics/1582329,"28 Feb, 09:36 "
"Overwhelming majority of Russians support Putin, Kremlin spokesman says",https://www.tass.com/politics/1582327,"28 Feb, 09:34 "
Kremlin not to revive New START discussions unless Washington takes heed of its concerns,https://www.tass.com/politics/1582325,"28 Feb, 09:33 "
Russian envoy points to substantial violations of key provisions of New START by US,https://www.tass.com/politics/1582367,"28 Feb, 09:32 "
Envoy calls on US to reconsider hostile anti-Russian policy for revival of New START,https://www.tass.com/politics/1582365,"28 Feb, 09:28 "
Kremlin could engage with alternative forces in Kiev after attaining goals of special op,https://www.tass.com/politics/1582363,"28 Feb, 09:26 "
"Russia to continue special op until it attains its goal, Kremlin spokesman insists",https://www.tass.com/politics/1582359,"28 Feb, 09:13 "
`A bit too early’ to discuss Putin’s running for presidency in 2024 — Kremlin spokesman,https://www.tass.com/politics/1582357,"28 Feb, 09:06 "
"NATO countries showing united front as Russia’s adversaries, says Kremlin spokesman",https://www.tass.com/politics/1582353,"28 Feb, 09:05 "
"Kremlin sees world in early stages of going through long, painful path to multipolarity",https://www.tass.com/politics/1582345,"28 Feb, 09:03 "
US has plan that will remove Russia’s concerns under New START – Department of State,https://www.tass.com/world/1582289,"28 Feb, 02:17 "
"Lukashenko calls for consolidating Belarus’, Russia’s, China’s industrial potentials",https://www.tass.com/economy/1582287,"28 Feb, 01:52 "
Russia’s suspension of New START not to deter West from aiding Ukraine – official,https://www.tass.com/world/1582281,"28 Feb, 01:48 "
Relief aid delivered to quake-hit Syria by nearly 200 planes from foreign countries,https://www.tass.com/defense/1582279,"28 Feb, 01:42 "
Aliyev says hopes 2023 will see breakthrough in normalization between Baku and Yerevan,https://www.tass.com/world/1582277,"28 Feb, 01:41 "
Fire breaks out at Moscow Metro’s Sportivnaya station due to motor malfunction,https://www.tass.com/emergencies/1582275,"28 Feb, 01:40 "
Russian transport police starts using new craft with drone — official,https://www.tass.com/society/1581857,"27 Feb, 10:27 "
"Dollar, euro mixed against ruble on Moscow Exchange",https://www.tass.com/economy/1581855,"27 Feb, 10:24 "
Russian Army Air Defense turned over to Aerospace Force command — sources,https://www.tass.com/defense/1581853,"27 Feb, 10:23 "
"Non-resource, non-energy exports of Primorye Region is 82.3% — Minister",https://www.tass.com/economy/1581851,"27 Feb, 09:23 "
Remdizel completes import substitution for Typhoon armored vehicle model,https://www.tass.com/defense/1581849,"27 Feb, 08:51 "
Timber harvesting in Russia down 13.5% in 2022 — statistics,https://www.tass.com/economy/1581847,"27 Feb, 08:50 "
Tinkoff Investments suspends trading in foreign securities,https://www.tass.com/economy/1581839,"27 Feb, 07:35 "
Great Lent starts for Orthodox Christians,https://www.tass.com/society/1581835,"27 Feb, 05:25 "
M-11 highway segment reopened after major traffic accident,https://www.tass.com/emergencies/1581833,"27 Feb, 05:24 "
Collapse of USSR opened way to conflict in Ukraine — official,https://www.tass.com/politics/1581831,"27 Feb, 05:23 "
Security system in Europe impossible without Russia — ambassador to Germany,https://www.tass.com/politics/1581817,"27 Feb, 05:02 "
Minsk plans to expand export of industrial products to Russia by 10% in 2023,https://www.tass.com/economy/1581815,"27 Feb, 05:01 "
Proceeds on Moscow’s IT companies up by 17.5% in 2022,https://www.tass.com/economy/1581813,"27 Feb, 04:51 "
EU to analyze China’s plan on Ukraine but thinks it lacks important aspects — Borrell,https://www.tass.com/world/1581809,"27 Feb, 04:46 "
Moscow is prepared to reinforce combat readiness of African countries — Russian diplomat,https://www.tass.com/politics/1581649,"26 Feb, 10:07 "
"Russia, Turkey, Syria, Iran start work to set up foreign ministers meeting — Russian MFA",https://www.tass.com/politics/1581641,"26 Feb, 08:39 "
Next spacewalk under Russian program will take place in April or May,https://www.tass.com/science/1581633,"26 Feb, 07:24 "
Soyuz MS-23 docked to ISS to take home cosmonauts,https://www.tass.com/science/1581629,"26 Feb, 07:22 "
Russian diplomat warns West could provoke ouster of governments in some African countries,https://www.tass.com/russia/1581623,"26 Feb, 05:55 "
Russian human rights commissioner says EU sanctions undercut rights diplomacy,https://www.tass.com/russia/1581619,"26 Feb, 05:42 "
"EU sanctions on Russia’s Megafon won’t harm business, telecom provider says",https://www.tass.com/economy/1581615,"26 Feb, 05:09 "
Canada imposes massive package of sanctions against Russia,https://www.tass.com/world/1581487,"25 Feb, 10:15 "
FATF decision on Russia will cause problems in combating financing of terrorism — diplomat,https://www.tass.com/russia/1581485,"25 Feb, 09:18 "
Biden says he doesn’t anticipate China to provide significant major assistance to Russia,https://www.tass.com/world/1581483,"25 Feb, 09:01 "
"Over 80% of Russia’s banking sector by assets are under U.S. sanctions, says Treasury",https://www.tass.com/world/1581481,"25 Feb, 08:13 "
"Ukrainian miliary fire two shells from HIMARS launchers at Perevalsk, LPR reports",https://www.tass.com/emergencies/1581479,"25 Feb, 07:38 "
